"","Status","student_id","Last_names","First_names","Grade_lv","Academy","PAT","IEP","ELL","ETH","INT","student_email","contact","A","B","C","D","total","F","Attend","credits","teacher_period1","class_period1","grade_period1","percent_period1","teacher_period2","class_period2","grade_period2","percent_period2","teacher_period3","class_period3","grade_period3","percent_period3","teacher_period4","class_period4","grade_period4","percent_period4","teacher_period5","class_period5","grade_period5","percent_period5","teacher_period6","class_period6","grade_period6","percent_period6","teacher_period7","class_period7","grade_period7","percent_period7","teacher_period8","class_period8","grade_period8","percent_period8"
"0","In-Person",492,"_492","Student",11,"academy_5","teacher_81",NA,"Monitoring","U",0,"email","parent",0,0,0,0,0,0,"88.1%",13,"teacher_59","Pre-Calc","B",88,"teacher_62","Speech","A",92,"teacher_24","Trigonometry","F",59,"teacher_15","Wood shop","B",89,"teacher_48","Algebra 2","C",72,"teacher_40","Biology","B",89,"teacher_1","Statistics","A",95,"teacher_63","English 3","B",88
"0","In-Person",493,"_493","Student",10,"academy_6","teacher_25",NA,"Monitoring","H",0,"email","parent",0,0,0,0,0,0,"66%",11,"teacher_81","Programming","A",93,"teacher_48","Algebra 2","B",84,"teacher_47","Geometry","B",83,"teacher_24","Trigonometry","C",77,"teacher_81","Metal Shop","B",80,"teacher_36","English 4","F",43,"teacher_18","Painting","B",80,"teacher_45","Sculpting","B",86
"0","In-Person",494,"_494","Student",10,"academy_2","teacher_55",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"92.2%",13,"teacher_81","Metal Shop","C",76,"teacher_12","acting","C",79,"teacher_32","Geography","A",95,"teacher_87","Calculus","B",88,"teacher_30","Chemistry","B",81,"teacher_63","Sports","A",90,"teacher_26","American History","F",45,"teacher_40","Biology","B",81
"0","In-Person",495,"_495","Student",9,"academy_3","teacher_98",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"99.9%",17,"teacher_47","Geometry","C",75,"teacher_84","Economics","D",69,"teacher_41","PE","C",73,"teacher_63","Sports","C",77,"teacher_81","Metal Shop","F",44,"teacher_51","Auto Shop","A",91,"teacher_79","Engineering","C",77,"teacher_96","Theatre Craft","B",86
"0","In-Person",496,"_496","Student",11,"academy_2","teacher_46",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"91.2%",14,"teacher_24","Trigonometry","B",84,"teacher_47","Geometry","A",91,"teacher_40","Biology","B",86,"teacher_18","Painting","B",82,"teacher_26","American History","A",93,"teacher_68","Algebra 1","B",88,"teacher_41","PE","C",79,"teacher_30","Chemistry","F",54
"0","In-Person",497,"_497","Student",11,"academy_1","teacher_9",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"72.5%",6,"teacher_26","American History","D",66,"teacher_68","Algebra 1","C",73,"teacher_79","Engineering","B",88,"teacher_24","Drawing","C",75,"teacher_45","Sculpting","C",75,"teacher_25","Physics","C",75,"teacher_18","Painting","B",83,"teacher_31","Genetics","B",86
"0","In-Person",498,"_498","Student",10,"academy_4","teacher_67",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"99.3%",4,"teacher_32","Geography","F",59,"teacher_30","Chemistry","B",86,"teacher_47","Geometry","C",77,"teacher_63","English 3","B",84,"teacher_41","PE","C",76,"teacher_25","Physics","D",66,"teacher_96","Theatre Craft","B",89,"teacher_64","Geology","C",74
"0","In-Person",499,"_499","Student",12,"academy_5","teacher_96",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"81.6%",9,"teacher_38","Forensics","B",80,"teacher_96","Theatre Craft","A",97,"teacher_59","Home Economics","C",72,"teacher_22","English 2","C",71,"teacher_78","Personal finance","C",76,"teacher_45","Sculpting","A",94,"teacher_24","World History","D",69,"teacher_81","Metal Shop","B",85
"0","In-Person",500,"_500","Student",11,"academy_2","teacher_66",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"89.3%",6,"teacher_79","Engineering","D",68,"teacher_64","Geology","A",92,"teacher_18","Painting","A",90,"teacher_83","Run/Ski","A",98,"teacher_26","American History","C",75,"teacher_30","Chemistry","B",82,"teacher_48","Algebra 2","A",99,"teacher_1","Statistics","A",99
"0","In-Person",501,"_501","Student",9,"academy_2","teacher_64","Yes","No Services","W",0,"email","parent",0,0,0,0,0,0,"86.5%",15,"teacher_55","Environmental Science","C",72,"teacher_81","Metal Shop","C",75,"teacher_39","Culinary Arts","A",98,"teacher_63","English 3","A",96,"teacher_38","Forensics","A",94,"teacher_64","Geology","A",100,"teacher_26","American History","C",73,"teacher_51","Auto Shop","A",91
"0","In-Person",502,"_502","Student",9,"academy_1","teacher_5",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"85.8%",11,"teacher_62","Speech","B",88,"teacher_81","Metal Shop","B",83,"teacher_30","Chemistry","A",91,"teacher_25","Physics","D",68,"teacher_24","World History","A",98,"teacher_55","Environmental Science","A",93,"teacher_95","Auto-Cad","A",94,"teacher_31","Genetics","C",75
"0","In-Person",503,"_503","Student",12,"academy_4","teacher_39",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"91.9%",6,"teacher_81","Metal Shop","D",69,"teacher_59","Pre-Calc","C",70,"teacher_77","English 1","D",64,"teacher_24","Trigonometry","A",100,"teacher_18","Painting","A",91,"teacher_84","Economics","D",63,"teacher_95","Auto-Cad","D",61,"teacher_79","Engineering","C",73
"0","In-Person",504,"_504","Student",12,"academy_1","teacher_96",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"98.9%",14,"teacher_40","Biology","C",76,"teacher_15","Wood shop","B",82,"teacher_55","Environmental Science","B",88,"teacher_62","Speech","A",93,"teacher_81","Programming","B",89,"teacher_63","English 3","C",76,"teacher_22","English 2","D",60,"teacher_47","Geometry","A",90
"0","In-Person",505,"_505","Student",11,"academy_2","teacher_5",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"85.7%",5,"teacher_63","Sports","A",95,"teacher_96","Theatre Craft","B",88,"teacher_25","Physics","B",81,"teacher_62","Speech","A",90,"teacher_38","Forensics","F",52,"teacher_15","Wood shop","F",58,"teacher_59","Pre-Calc","F",1,"teacher_12","acting","B",84
"0","In-Person",506,"_506","Student",11,"academy_1","teacher_5",NA,"Monitoring","M",0,"email","parent",0,0,0,0,0,0,"82.6%",1,"teacher_12","acting","A",91,"teacher_55","Environmental Science","B",88,"teacher_1","Statistics","B",83,"teacher_87","Calculus","D",61,"teacher_18","Painting","A",93,"teacher_96","Theatre Craft","B",89,"teacher_77","English 1","B",87,"teacher_24","World History","D",69
"0","In-Person",507,"_507","Student",10,"academy_5","teacher_22",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"84.8%",21,"teacher_77","English 1","C",72,"teacher_1","Statistics","A",90,"teacher_62","Speech","A",90,"teacher_30","Chemistry","A",94,"teacher_79","Engineering","F",51,"teacher_39","Culinary Arts","B",87,"teacher_78","Personal finance","C",77,"teacher_47","Geometry","A",92
"0","In-Person",508,"_508","Student",10,"academy_2","teacher_38",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"96.8%",18,"teacher_84","Economics","C",75,"teacher_1","Statistics","B",80,"teacher_77","English 1","D",61,"teacher_83","Run/Ski","B",81,"teacher_25","Physics","D",68,"teacher_26","American History","D",62,"teacher_62","Speech","A",90,"teacher_96","Theatre Craft","D",63
"0","In-Person",509,"_509","Student",11,"academy_1","teacher_68",NA,"Active Service","P",0,"email","parent",0,0,0,0,0,0,"97.5%",4,"teacher_45","Sculpting","D",62,"teacher_55","Environmental Science","A",92,"teacher_84","Economics","D",67,"teacher_77","English 1","B",83,"teacher_31","Genetics","A",95,"teacher_87","Calculus","A",95,"teacher_22","English 2","C",70,"teacher_83","Run/Ski","B",82
"0","In-Person",510,"_510","Student",11,"academy_2","teacher_52",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"95.3%",12,"teacher_12","acting","B",85,"teacher_45","Sculpting","F",49,"teacher_95","Auto-Cad","B",80,"teacher_81","Programming","B",85,"teacher_78","Personal finance","B",81,"teacher_83","Run/Ski","A",97,"teacher_63","English 3","A",90,"teacher_63","Sports","C",78
"0","In-Person",511,"_511","Student",12,"academy_4","teacher_90",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"98.3%",6,"teacher_96","Theatre Craft","F",53,"teacher_47","Geometry","B",86,"teacher_36","English 4","C",74,"teacher_24","Trigonometry","A",97,"teacher_24","World History","A",90,"teacher_38","Forensics","B",82,"teacher_24","Drawing","C",70,"teacher_62","Speech","A",98
"0","In-Person",512,"_512","Student",10,"academy_5","teacher_10",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"87.6%",17,"teacher_28","Weight lifting","A",98,"teacher_68","Algebra 1","D",67,"teacher_51","Auto Shop","F",48,"teacher_78","Personal finance","A",91,"teacher_24","Drawing","B",87,"teacher_31","Genetics","D",67,"teacher_64","Geology","B",85,"teacher_55","Environmental Science","A",94
"0","In-Person",513,"_513","Student",12,"academy_6","teacher_27",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"96.1%",2,"teacher_22","English 2","A",90,"teacher_24","World History","B",80,"teacher_51","Auto Shop","A",90,"teacher_96","Theatre Craft","F",55,"teacher_55","Environmental Science","D",67,"teacher_15","Wood shop","B",84,"teacher_28","Weight lifting","F",11,"teacher_63","Sports","C",77
"0","In-Person",514,"_514","Student",11,"academy_6","teacher_27",NA,"Monitoring","W",0,"email","parent",0,0,0,0,0,0,"89.8%",19,"teacher_26","American History","B",89,"teacher_36","English 4","A",91,"teacher_30","Chemistry","F",52,"teacher_39","Culinary Arts","F",25,"teacher_40","Biology","B",85,"teacher_25","Physics","B",88,"teacher_22","English 2","F",42,"teacher_24","Drawing","B",89
"0","In-Person",515,"_515","Student",12,"academy_2","teacher_87",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"87%",8,"teacher_1","Statistics","B",84,"teacher_81","Metal Shop","B",88,"teacher_63","Sports","C",73,"teacher_38","Forensics","A",98,"teacher_18","Painting","B",81,"teacher_30","Chemistry","C",75,"teacher_68","Algebra 1","A",92,"teacher_32","Geography","B",88
"0","In-Person",516,"_516","Student",12,"academy_5","teacher_14",NA,"Monitoring","I",0,"email","parent",0,0,0,0,0,0,"88.1%",3,"teacher_28","Weight lifting","B",80,"teacher_79","Engineering","B",84,"teacher_77","English 1","D",68,"teacher_39","Culinary Arts","C",74,"teacher_64","Geology","B",89,"teacher_84","Economics","A",94,"teacher_63","English 3","C",78,"teacher_95","Auto-Cad","B",86
"0","In-Person",517,"_517","Student",11,"academy_3","teacher_100","Yes","No Services","M",0,"email","parent",0,0,0,0,0,0,"87.3%",18,"teacher_63","English 3","F",51,"teacher_79","Engineering","B",80,"teacher_28","Weight lifting","C",73,"teacher_45","Sculpting","A",92,"teacher_30","Chemistry","A",90,"teacher_40","Biology","C",79,"teacher_38","Forensics","F",56,"teacher_41","PE","A",93
"0","In-Person",518,"_518","Student",10,"academy_4","teacher_34","Yes","No Services","U",0,"email","parent",0,0,0,0,0,0,"96.9%",21,"teacher_81","Metal Shop","B",85,"teacher_31","Genetics","C",78,"teacher_32","Geography","D",68,"teacher_51","Auto Shop","A",95,"teacher_25","Physics","D",65,"teacher_87","Calculus","C",73,"teacher_22","English 2","D",61,"teacher_45","Sculpting","C",70
"0","In-Person",519,"_519","Student",12,"academy_3","teacher_15",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"77.7%",1,"teacher_51","Auto Shop","B",86,"teacher_55","Environmental Science","A",97,"teacher_38","Forensics","B",86,"teacher_68","Algebra 1","D",65,"teacher_32","Geography","A",91,"teacher_81","Programming","A",94,"teacher_45","Sculpting","A",94,"teacher_22","English 2","A",90
"0","In-Person",520,"_520","Student",12,"academy_2","teacher_20",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"84.1%",1,"teacher_41","PE","A",96,"teacher_18","Painting","B",87,"teacher_87","Calculus","B",87,"teacher_31","Genetics","D",67,"teacher_63","English 3","B",83,"teacher_64","Geology","C",77,"teacher_32","Geography","D",61,"teacher_96","Theatre Craft","A",90
"0","In-Person",521,"_521","Student",12,"academy_2","teacher_3",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"87.2%",14,"teacher_24","World History","A",100,"teacher_51","Auto Shop","B",84,"teacher_63","English 3","A",94,"teacher_39","Culinary Arts","A",96,"teacher_78","Personal finance","F",48,"teacher_41","PE","A",95,"teacher_38","Forensics","C",77,"teacher_36","English 4","A",94
"0","In-Person",522,"_522","Student",9,"academy_3","teacher_56",NA,"Post Service","M",0,"email","parent",0,0,0,0,0,0,"92.2%",8,"teacher_59","Home Economics","C",75,"teacher_63","English 3","F",58,"teacher_81","Metal Shop","A",94,"teacher_47","Geometry","C",77,"teacher_45","Sculpting","B",81,"teacher_24","World History","B",83,"teacher_15","Wood shop","F",57,"teacher_12","acting","F",59
"0","In-Person",523,"_523","Student",9,"academy_2","teacher_7",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"91.3%",5,"teacher_59","Home Economics","B",85,"teacher_78","Personal finance","D",67,"teacher_68","Algebra 1","F",43,"teacher_22","English 2","D",66,"teacher_47","Geometry","A",93,"teacher_55","Environmental Science","B",81,"teacher_40","Biology","F",49,"teacher_32","Geography","A",93
"0","In-Person",524,"_524","Student",9,"academy_5","teacher_77",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"65.1%",21,"teacher_15","Wood shop","F",39,"teacher_47","Geometry","F",50,"teacher_41","PE","B",87,"teacher_83","Run/Ski","A",95,"teacher_62","Speech","D",62,"teacher_77","English 1","C",73,"teacher_48","Algebra 2","C",74,"teacher_64","Geology","A",90
"0","In-Person",525,"_525","Student",11,"academy_4","teacher_2",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"95.8%",1,"teacher_83","Run/Ski","C",72,"teacher_64","Geology","A",94,"teacher_63","English 3","C",75,"teacher_55","Environmental Science","A",90,"teacher_12","acting","D",63,"teacher_79","Engineering","B",84,"teacher_51","Auto Shop","A",98,"teacher_32","Geography","C",76
"0","In-Person",526,"_526","Student",9,"academy_2","teacher_67",NA,"Active Service","W",0,"email","parent",0,0,0,0,0,0,"99.5%",2,"teacher_18","Painting","B",82,"teacher_24","Drawing","D",61,"teacher_78","Personal finance","D",64,"teacher_1","Statistics","A",90,"teacher_68","Algebra 1","C",74,"teacher_26","American History","C",73,"teacher_30","Chemistry","B",82,"teacher_47","Geometry","F",44
"0","In-Person",527,"_527","Student",12,"academy_5","teacher_46",NA,"Active Service","M",0,"email","parent",0,0,0,0,0,0,"93.9%",1,"teacher_15","Wood shop","B",85,"teacher_28","Weight lifting","D",67,"teacher_39","Culinary Arts","C",76,"teacher_36","English 4","A",91,"teacher_51","Auto Shop","A",93,"teacher_81","Metal Shop","A",91,"teacher_24","Trigonometry","A",93,"teacher_30","Chemistry","A",94
"0","In-Person",528,"_528","Student",11,"academy_3","teacher_60",NA,"Monitoring","B",0,"email","parent",0,0,0,0,0,0,"43.4%",23,"teacher_24","Trigonometry","A",92,"teacher_32","Geography","B",82,"teacher_81","Programming","C",79,"teacher_18","Painting","A",90,"teacher_39","Culinary Arts","A",90,"teacher_51","Auto Shop","A",96,"teacher_24","World History","B",87,"teacher_40","Biology","D",69
"0","In-Person",529,"_529","Student",11,"academy_5","teacher_61",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"73.1%",9,"teacher_26","American History","B",84,"teacher_63","Sports","A",99,"teacher_59","Home Economics","D",61,"teacher_39","Culinary Arts","A",91,"teacher_40","Biology","B",86,"teacher_22","English 2","B",86,"teacher_81","Metal Shop","B",89,"teacher_24","World History","B",83
"0","In-Person",530,"_530","Student",10,"academy_3","teacher_74",NA,"Monitoring","U",0,"email","parent",0,0,0,0,0,0,"95.9%",13,"teacher_24","Trigonometry","B",84,"teacher_87","Calculus","A",90,"teacher_51","Auto Shop","A",97,"teacher_59","Pre-Calc","B",84,"teacher_25","Physics","F",57,"teacher_45","Sculpting","B",86,"teacher_22","English 2","A",91,"teacher_39","Culinary Arts","C",75
"0","In-Person",531,"_531","Student",9,"academy_6","teacher_97",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"94.5%",1,"teacher_63","English 3","F",50,"teacher_78","Personal finance","B",80,"teacher_59","Home Economics","B",84,"teacher_87","Calculus","C",73,"teacher_84","Economics","A",98,"teacher_48","Algebra 2","C",72,"teacher_81","Metal Shop","B",80,"teacher_38","Forensics","C",73
"0","In-Person",532,"_532","Student",10,"academy_1","teacher_82",NA,"Monitoring","W",0,"email","parent",0,0,0,0,0,0,"95.4%",17,"teacher_96","Theatre Craft","B",87,"teacher_25","Physics","B",82,"teacher_40","Biology","B",80,"teacher_36","English 4","C",77,"teacher_59","Pre-Calc","B",84,"teacher_51","Auto Shop","C",72,"teacher_32","Geography","D",65,"teacher_81","Programming","A",94
"0","In-Person",533,"_533","Student",11,"academy_2","teacher_65",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"97%",14,"teacher_39","Culinary Arts","D",64,"teacher_22","English 2","C",73,"teacher_81","Metal Shop","C",79,"teacher_36","English 4","C",77,"teacher_96","Theatre Craft","A",96,"teacher_63","English 3","C",74,"teacher_47","Geometry","A",90,"teacher_79","Engineering","A",94
"0","In-Person",534,"_534","Student",12,"academy_3","teacher_21",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"96.8%",7,"teacher_96","Theatre Craft","F",37,"teacher_24","Trigonometry","A",91,"teacher_24","Drawing","C",73,"teacher_79","Engineering","A",96,"teacher_15","Wood shop","C",78,"teacher_51","Auto Shop","A",93,"teacher_81","Metal Shop","C",70,"teacher_36","English 4","A",94
"0","In-Person",535,"_535","Student",10,"academy_6","teacher_86",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"100%",8,"teacher_32","Geography","B",82,"teacher_81","Metal Shop","B",88,"teacher_15","Wood shop","C",73,"teacher_22","English 2","F",41,"teacher_41","PE","F",55,"teacher_62","Speech","C",79,"teacher_36","English 4","D",69,"teacher_83","Run/Ski","C",79
"0","In-Person",536,"_536","Student",11,"academy_4","teacher_79","Yes","No Services","P",0,"email","parent",0,0,0,0,0,0,"98%",11,"teacher_79","Engineering","A",91,"teacher_96","Theatre Craft","B",86,"teacher_30","Chemistry","F",27,"teacher_24","Trigonometry","C",72,"teacher_59","Home Economics","A",90,"teacher_31","Genetics","F",51,"teacher_87","Calculus","A",91,"teacher_84","Economics","D",66
"0","In-Person",537,"_537","Student",9,"academy_3","teacher_99",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"94.3%",4,"teacher_59","Home Economics","F",58,"teacher_41","PE","A",97,"teacher_78","Personal finance","A",93,"teacher_48","Algebra 2","F",52,"teacher_24","World History","B",88,"teacher_24","Trigonometry","F",57,"teacher_96","Theatre Craft","C",74,"teacher_81","Programming","B",87
"0","In-Person",538,"_538","Student",12,"academy_2","teacher_83",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"98.7%",23,"teacher_31","Genetics","B",86,"teacher_59","Pre-Calc","A",99,"teacher_36","English 4","C",76,"teacher_79","Engineering","B",89,"teacher_96","Theatre Craft","D",65,"teacher_64","Geology","D",69,"teacher_63","English 3","C",72,"teacher_15","Wood shop","A",92
"0","In-Person",539,"_539","Student",10,"academy_1","teacher_26",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"96.3%",18,"teacher_26","American History","F",58,"teacher_24","World History","D",67,"teacher_62","Speech","D",64,"teacher_31","Genetics","C",78,"teacher_59","Pre-Calc","A",96,"teacher_32","Geography","F",37,"teacher_45","Sculpting","B",81,"teacher_96","Theatre Craft","B",82
